"표준노드ID","노드명","노드유형코드","회전제한여부","X좌표","Y좌표","적용시작일자"
"1500007400","수성연합병원","101","Y","128.606029","35.862514","2011-03-24"
"1560027500","성당천구교회","101","Y","128.552003","35.845388","2011-03-24"
"1560027700","장기초록나라105동앞","101","Y","128.530602","35.846690","2011-03-24"
"1520007700","평강약국","101","Y","128.560592","35.864597","2011-03-24"
"1520007800","이현초등남편","101","Y","128.552159","35.869967","2011-03-24"
"1560029100","아리랑호텔","101","Y","128.559553","35.855088","2011-03-24"
"1560026600","그린맨션아파트307동앞","101","Y","128.548763","35.833866","2011-03-24"
"1540033400","북대구IC진출","108","Y","128.589106","35.913286","2011-03-24"
"1540030300","동아아파트2차206동앞","101","Y","128.588370","35.886039","2011-03-24"
"1540035400","한라아파트110동앞","101","Y","128.541667","35.939188","2011-03-24"
"1560027200","현대아파트1","101","Y","128.530749","35.841987","2011-03-24"
"1560025700","(주)동아금속","101","Y","128.507325","35.827653","2011-03-24"
"1560027300","용호섬유","101","Y","128.481243","35.844473","2011-03-24"
"1560026900","견인관리소","101","Y","128.541383","35.837435","2011-03-24"
"1520007300","대양빌딩앞","101","Y","128.561997","35.859391","2011-03-24"
"1560026300","유림물산","101","Y","128.507297","35.833077","2011-03-24"
"1510017500","동대구JC부산대구진입","108","Y","128.687163","35.890414","2011-03-24"
"1560025500","태광공업사","101","Y","128.512995","35.826862","2011-03-24"
"1560025800","일신기계","101","Y","128.499931","35.827667","2011-03-24"
"1540030400","골목시장","101","Y","128.578740","35.888486","2011-03-24"
"1560026400","성서어린이집","101","Y","128.500011","35.833100","2011-03-24"
"1560026500","현대독서실","101","Y","128.548750","35.833257","2011-03-24"
"1500007500","대구카톨릭대학교입구","102","Y","128.588580","35.862728","2011-03-24"
"1500007300","청운맨션","101","Y","128.605151","35.858155","2011-03-24"
"1520007400","명성약국3","101","Y","128.568880","35.861262","2011-03-24"
"1520007600","새길시장입구","101","Y","128.571553","35.863587","2011-03-24"
"1520007900","서구청1","101","Y","128.558669","35.871157","2011-03-24"
"1560028600","신당중교앞","101","Y","128.495540","35.853669","2011-03-24"
"1560027800","한성LPG","101","Y","128.537319","35.847130","2011-03-24"
"1520007500","경운초등","101","Y","128.553431","35.863067","2011-03-24"
"1570014200","화원중교1","101","Y","128.506750","35.802202","2011-03-24"
"1560028400","카톨릭정형외과","101","Y","128.495553","35.851572","2011-03-24"
"1560025000","롯데백화점상인점","101","Y","128.539430","35.819473","2011-03-24"
"1560026000","대송한의원","101","Y","128.548716","35.830705","2011-03-24"
"1510018100","도동JC익산포항진입","108","Y","128.667879","35.910378","2011-03-24"
"1520008200","구마콘크리트산업사","103","Y","128.533826","35.880030","2011-03-24"
"1570011700","-","103","Y","128.495812","35.799703","2011-03-24"
"1550013900","-","101","Y","128.658592","35.854243","2011-03-24"
"1570003401","삼산교","104","Y","128.661233","35.735205","2011-03-24"
"1540020500","매천시장지하차도","104","Y","128.541535","35.906786","2011-03-24"
"1540018400","매천시장지하차도","104","Y","128.541413","35.901827","2011-03-24"
"1540028400","구천교","104","Y","128.554899","35.943337","2011-03-24"
"1540028500","구천교","104","Y","128.553812","35.943398","2011-03-24"
"1540027500","대봉교","104","Y","128.555125","35.937435","2011-03-24"
"1540003200","침산교서편","104","Y","128.592062","35.900872","2011-03-24"
"1540003300","침산교동편","104","Y","128.593228","35.901094","2011-03-24"
"1560008600","-","103","Y","128.487810","35.830410","2011-03-24"
"1560020700","-","101","Y","128.524513","35.853992","2011-03-24"
"1560020100","-","101","N","128.530613","35.852157","2011-03-24"
"1560016600","본리초교네거리","101","N","128.537079","35.843542","2011-03-24"
"1560016700","장기네거리","101","N","128.530613","35.843624","2011-03-24"
"1560001801","-","101","Y","128.526329","35.848733","2011-03-24"
"1560019300","-","101","N","128.525594","35.849660","2011-03-24"
"1560019800","-","101","Y","128.530613","35.850519","2011-03-24"
"1560019700","-","101","N","128.528511","35.850139","2011-03-24"
"1560019900","-","101","N","128.525145","35.852140","2011-03-24"
"1560020000","-","101","N","128.528471","35.852156","2011-03-24"
"1560021100","-","101","N","128.530613","35.854107","2011-03-24"
"1560020900","-","101","N","128.528450","35.854057","2011-03-24"
"1560020800","-","101","N","128.525859","35.854024","2011-03-24"
"1560022400","-","101","N","128.530592","35.857612","2011-03-24"
"1560022900","옷박골네거리","101","N","128.530592","35.858819","2011-03-24"
"1560022600","용산지하차도","101","N","128.525207","35.858802","2011-03-24"
"1560008500","-","101","N","128.507317","35.830402","2011-03-24"
"1560016900","-","101","N","128.472276","35.844427","2011-03-24"
"1560011600","-","101","N","128.492032","35.837288","2011-03-24"
"1560013500","-","101","N","128.492010","35.839692","2011-03-24"
"1560010100","-","101","N","128.485831","35.834963","2011-03-24"
"1560010200","-","101","N","128.482402","35.834976","2011-03-24"
"1560014200","-","101","Y","128.474859","35.840859","2011-03-24"
"1560015300","-","101","N","128.478067","35.842015","2011-03-24"
"1560015100","-","101","Y","128.485808","35.842009","2011-03-24"
"1560015200","-","101","Y","128.481806","35.842014","2011-03-24"
"1560013100","-","101","N","128.485804","35.839674","2011-03-24"
"1560011400","-","101","N","128.485817","35.837286","2011-03-24"
"1560012800","-","101","Y","128.480355","35.839666","2011-03-24"
"1560012700","-","101","N","128.478094","35.839666","2011-03-24"
"1560013400","-","101","Y","128.475596","35.839689","2011-03-24"
"1560017200","-","101","N","128.485788","35.844459","2011-03-24"
"1560017400","-","101","N","128.478076","35.844471","2011-03-24"
"1560017100","-","101","Y","128.474866","35.844446","2011-03-24"
"1560015000","-","101","Y","128.474866","35.841978","2011-03-24"
"1560018900","-","101","Y","128.478070","35.848450","2011-03-24"
"1560022000","-","101","N","128.521088","35.857098","2011-03-24"
"1560021600","-","101","Y","128.504967","35.855427","2011-03-24"
"1560021200","-","101","Y","128.504945","35.854134","2011-03-24"
"1560023400","문화대삼거리","101","N","128.492192","35.859333","2011-03-24"
"1560021900","-","101","N","128.492153","35.855638","2011-03-24"
"1560020500","-","101","Y","128.499784","35.853585","2011-03-24"
"1560021800","-","101","N","128.499849","35.855494","2011-03-24"
"1560022300","-","101","Y","128.499913","35.857409","2011-03-24"
"1560023300","-","101","N","128.499941","35.859196","2011-03-24"
"1560023200","불미골네거리","101","N","128.507404","35.859076","2011-03-24"
"1560022200","-","101","Y","128.507341","35.857316","2011-03-24"
"1560021500","국민연금네거리","101","N","128.507265","35.855402","2011-03-24"
"1560021000","-","101","N","128.507227","35.854095","2011-03-24"
"1560022800","용산지하차도","101","Y","128.523843","35.858813","2011-03-24"
"1560023500","-","101","Y","128.522388","35.862252","2011-03-24"
"1560023000","-","101","N","128.521123","35.858842","2011-03-24"
"1560023100","선원공원네거리","101","N","128.515490","35.858945","2011-03-24"
"1560022100","-","101","Y","128.515453","35.857179","2011-03-24"
"1560021400","-","101","N","128.515412","35.855259","2011-03-24"
"1550017300","범물중교입구","102","Y","128.640353","35.815940","2011-03-24"
"1560023800","대구교육대학부속초등교","101","Y","128.531563","35.805555","2011-03-24"
"1550019200","능인고교","102","Y","128.631297","35.832042","2011-03-24"
"1540031600","전기재료관마동앞","101","Y","128.607361","35.904609","2011-03-24"
"1550019500","영남타운228도앞","101","Y","128.705893","35.835743","2011-03-24"
"1540034500","구암공원앞","101","Y","128.556071","35.927512","2011-03-24"
"1530008300","앞산관광호텔","101","Y","128.580014","35.845888","2011-03-24"
"1510015900","신천3동파출소","101","Y","128.620012","35.869415","2011-03-24"
"1500008700","앰버서더호텔앞","101","Y","128.597246","35.870625","2011-03-24"
"1550020000","매호초등학교앞","101","Y","128.711376","35.842248","2011-03-24"
"1540036200","경북농원기술원입구","101","Y","128.561397","35.956534","2011-03-24"
"1510015500","동호주유소","101","Y","128.722691","35.867485","2011-03-24"
"1510019600","중리마을입구","101","Y","128.632441","35.979180","2011-03-24"
"1540034800","부영5차아파트앞","101","Y","128.564961","35.936258","2011-03-24"
"1510019500","공산앞","103","Y","128.633673","35.978896","2011-03-24"
"1510019800","천주교기도원입구","101","Y","128.635869","35.982062","2011-03-24"
"1550019000","동아스포츠센타","101","Y","128.629924","35.825646","2011-03-24"
"1500009100","종로초등교앞","101","Y","128.590914","35.872827","2011-03-24"
"1560029700","용산초등교입구","101","Y","128.530513","35.856037","2011-03-24"
"1540034600","칠곡관천초등","101","Y","128.552247","35.932234","2011-03-24"
"1570014000","문옥교","101","Y","128.478157","35.783500","2011-03-24"
"1540035300","관음경로공원입구","101","Y","128.544351","35.939065","2011-03-24"
"1560029900","한전달서변전소","101","Y","128.495837","35.859288","2011-03-24"
"1560029400","성서주공네거리","101","Y","128.495570","35.855608","2011-03-24"
"1570013400","청정사","101","Y","128.447985","35.675045","2011-03-24"
"1560024300","장미아파트앞1","101","Y","128.556064","35.808282","2011-03-24"
"1540033800","대구국도유지건설사무소","101","Y","128.547664","35.918299","2011-03-24"
"1510016100","대신주유소1","101","Y","128.729013","35.869649","2011-03-24"
"1540034300","구암고교입구","101","Y","128.555279","35.924865","2011-03-24"
"1540034000","화성리버파크1단지102동앞","101","Y","128.596668","35.922085","2011-03-24"
"1540035100","대천초등교","101","Y","128.553884","35.937509","2011-03-24"
"1550020600","효목도서관남편","101","Y","128.641311","35.869622","2011-03-24"
"1510019400","공산초등교","101","Y","128.691790","35.955868","2011-03-24"
"1500009400","대안천주교회앞","101","Y","128.590924","35.874138","2011-03-24"
"1510016000","KBS남편삼거리","101","Y","128.623347","35.869416","2011-03-24"
"1550017700","범물치안센터","101","Y","128.646360","35.818263","2011-03-24"
"1530008400","대구디지털산업진흥원앞","101","Y","128.583196","35.853501","2011-03-24"
"1530007900","대명동홀마트","101","Y","128.571440","35.842012","2011-03-24"
"1500008500","장인빌라","101","Y","128.608725","35.869645","2011-03-24"
"1540032500","조아초등학교입구","101","Y","128.577124","35.908599","2011-03-24"
"1510017300","유성청자아파트","101","Y","128.649007","35.879121","2011-03-24"
"1540033000","조야동종점","101","Y","128.576884","35.911196","2011-03-24"
"1570013500","박석진교","101","Y","128.436729","35.708222","2011-03-24"
"1530007600","앞산공원앞","101","Y","128.587955","35.833199","2011-03-24"
"1540034200","칠곡SK텔레콤","101","Y","128.544541","35.923409","2011-03-24"
"1530007700","앞산보성아파트앞","101","Y","128.594912","35.834787","2011-03-24"
"1540034400","태암교동편","101","Y","128.551364","35.926691","2011-03-24"
"1570014800","대곡역삼거리","101","Y","128.512462","35.809455","2011-03-24"
"1510016200","한명통상(주)","102","Y","128.722787","35.869968","2011-03-24"
"1550019700","사월보성2차앞","101","Y","128.715214","35.839143","2011-03-24"
"1510016800","동촌유원지입구","101","Y","128.657287","35.875964","2011-03-24"
"1510019300","대구공상우체국","101","Y","128.686590","35.954777","2011-03-24"
"1510018800","봉무공원앞","102","Y","128.646508","35.921132","2011-03-24"
"1500008400","동성로교회앞","101","Y","128.596915","35.868842","2011-03-24"
"1540035700","경북가축위생시험소","101","Y","128.559482","35.946171","2011-03-24"
"1540034100","태전한라아파트상가앞","101","Y","128.542816","35.922787","2011-03-24"
"1550018400","한라타운105동앞","101","Y","128.635547","35.822252","2011-03-24"
"1500007600","대구학원","101","Y","128.596089","35.864975","2011-03-24"
"1500009600","동아극장","101","Y","128.582026","35.876238","2011-03-24"
"1510015700","제일방사선의원","102","Y","128.625922","35.868909","2011-03-24"
"1500008200","동아백화점입구","101","Y","128.592105","35.867214","2011-03-24"
"1510018200","불로시민체육공원앞","102","Y","128.637381","35.910400","2011-03-24"
"1570013900","달성산업단지건너","101","Y","128.464121","35.730414","2011-03-24"
"1550018500","범물초등교","101","Y","128.644317","35.822796","2011-03-24"
"1510015100","금강사","102","Y","128.736329","35.859188","2011-03-24"
"1550018600","지산천주교회","101","Y","128.640075","35.823150","2011-03-24"
"1500008900","서문로119안전센터","101","Y","128.590936","35.871525","2011-03-24"
"1570013700","대동공업","101","Y","128.456403","35.725832","2011-03-24"
"1500009300","대구수창초등교앞","101","Y","128.583416","35.873552","2011-03-24"
"1560026100","송현여고","101","Y","128.551896","35.831255","2011-03-24"
"1540033700","성보교통","102","Y","128.622071","35.917452","2011-03-24"
"1500007900","동인초등교입구","101","Y","128.610330","35.866094","2011-03-24"
"1510016500","롯데캐슬레전드","101","Y","128.725040","35.871878","2011-03-24"
"1500007800","동아진열장","101","Y","128.592126","35.865699","2011-03-24"
"1550019400","에덴타운상가앞","101","Y","128.705520","35.834411","2011-03-24"
"1530007800","앞산네거리북편","101","Y","128.579968","35.841481","2011-03-24"
"1550018100","지산공원앞","101","Y","128.636524","35.820468","2011-03-24"
"1540031100","SK매천시장주유소","101","Y","128.542035","35.899834","2011-03-24"
"1550018700","용지초등교","101","Y","128.632410","35.823164","2011-03-24"
"1540035900","중앙고속주유소입구","101","Y","128.554815","35.954864","2011-03-24"
"1510016900","망우공원앞","101","Y","128.654473","35.876291","2011-03-24"
"1540031300","무태교네거리","101","Y","128.596290","35.903404","2011-03-24"
"1500008600","만경관","101","Y","128.591083","35.870598","2011-03-24"
"1500009200","경상감영공원입구","101","Y","128.594438","35.873268","2011-03-24"
"1550018800","지산중교앞","101","Y","128.629229","35.824188","2011-03-24"
"1530008000","도촌삼거리2","101","Y","128.572310","35.842046","2011-03-24"
"1500009500","유니온호텔","101","Y","128.591112","35.875828","2011-03-24"
"1550018900","두산제일교회","101","Y","128.625061","35.825622","2011-03-24"
"1540030800","대구시민실내체육관앞","101","Y","128.602836","35.894983","2011-03-24"
"1510019700","공산파출소","101","Y","128.634278","35.980115","2011-03-24"
"1570014600","화동초등교입구","101","Y","128.504850","35.805741","2011-03-24"
"1570014100","화남초등교","101","Y","128.498504","35.800638","2011-03-24"
"1560025100","코오롱하늘채아파트입구","101","Y","128.525238","35.820684","2011-03-24"
"1570013000","현풍IC진출","108","Y","128.438194","35.667529","2011-03-24"
"1570013100","현풍IC진출","108","Y","128.439810","35.667985","2011-03-24"
"1570013200","현풍IC진출","108","Y","128.442422","35.669008","2011-03-24"
"1570013300","현풍IC진입","108","Y","128.440304","35.669343","2011-03-24"
"1560025600","우방코아","101","Y","128.531165","35.827109","2011-03-24"
"1510018400","도동JC경부진출","108","Y","128.660414","35.911891","2011-03-24"
"1510018700","도동JC익산포항진입","108","Y","128.656257","35.914459","2011-03-24"
"1560024000","대진초등교앞","101","Y","128.520502","35.807717","2011-03-24"
"1520008000","이현초등북편","101","Y","128.550707","35.874799","2011-03-24"
"1540030700","첨단카풀러","102","Y","128.581282","35.894714","2011-03-24"
"1560024200","남대문중앙교회","101","Y","128.518661","35.808180","2011-03-24"
"1560028300","이곡1동동주민센터","101","Y","128.509692","35.851427","2011-03-24"
"1560024100","한라하우젠트앞","101","Y","128.512992","35.808135","2011-03-24"
"1560024800","청구아파트상가앞","101","Y","128.546695","35.815579","2011-03-24"
"1560024500","상인1동농협","101","Y","128.545828","35.813023","2011-03-24"
"1560025300","영남코아","101","Y","128.534108","35.823696","2011-03-24"
"1510018300","도동JC경부진출","108","Y","128.656488","35.911307","2011-03-24"
"1560028000","대구호산초등교","101","Y","128.481210","35.848452","2011-03-24"
"1570014500","해성빌라","101","Y","128.501355","35.804777","2011-03-24"
"1560026800","이동통신","101","Y","128.548740","35.837243","2011-03-24"
"1560026200","송현여자중고교입구","101","Y","128.548729","35.831986","2011-03-24"
"1560023600","대구수목원","102","Y","128.521041","35.802415","2011-03-24"
"1510018500","도동JC익산포항진출","108","Y","128.663876","35.912357","2011-03-24"
"1510018600","도동JC경부진입","108","Y","128.663375","35.913050","2011-03-24"
"1560021300","-","101","N","128.521075","35.855157","2011-03-24"
"1560020400","-","101","Y","128.521495","35.853333","2011-03-24"
"1560020200","-","101","Y","128.515586","35.852442","2011-03-24"
"1560015800","-","101","Y","128.515840","35.843006","2011-03-24"
"1560016800","갈산네거리","101","N","128.507253","35.844000","2011-03-24"
"1560017900","갈산공원네거리","101","N","128.499819","35.844798","2011-03-24"
"1560017700","개상듬네거리","101","N","128.492053","35.844511","2011-03-24"
"1560012300","-","101","Y","128.499925","35.837876","2011-03-24"
"1560012400","-","101","N","128.492042","35.837879","2011-03-24"
"1560011000","장동네거리","101","N","128.515870","35.836390","2011-03-24"
"1560010700","성서공단네거리","101","N","128.507273","35.835583","2011-03-24"
"1560010400","-","101","N","128.499976","35.835316","2011-03-24"
"1560010300","호림 네거리","101","N","128.492099","35.835072","2011-03-24"
"1560008700","-","101","Y","128.515916","35.830416","2011-03-24"
"1560008800","-","101","Y","128.499965","35.830477","2011-03-24"
"1560008900","-","101","N","128.492141","35.830508","2011-03-24"
"1560007000","-","103","Y","128.492432","35.820847","2011-03-24"
"1560007500","-","101","N","128.507399","35.824811","2011-03-24"
"1560007700","-","101","N","128.492336","35.824926","2011-03-24"
"1560005000","-","101","N","128.543018","35.808347","2011-03-24"
"1560006600","-","101","Y","128.521548","35.819350","2011-03-24"
"1560005900","-","101","Y","128.514947","35.813924","2011-03-24"
"1560019500","-","101","N","128.473059","35.849814","2011-03-24"
"1560017000","-","101","Y","128.473438","35.844436","2011-03-24"
"1560016000","-","101","Y","128.473465","35.843202","2011-03-24"
"1560016200","-","101","Y","128.474860","35.843208","2011-03-24"
"1560014300","-","101","N","128.478080","35.840859","2011-03-24"
"1560014100","-","101","Y","128.481832","35.840845","2011-03-24"
"1560012900","-","101","Y","128.481858","35.839668","2011-03-24"
"1560014400","-","101","Y","128.485806","35.840877","2011-03-24"
"1560011500","-","101","Y","128.490381","35.837287","2011-03-24"
"1560013200","-","101","N","128.488098","35.839681","2011-03-24"
"1560013300","-","101","Y","128.490378","35.839687","2011-03-24"
"1560015600","-","101","Y","128.492031","35.842061","2011-03-24"
"1560015500","-","101","Y","128.490375","35.842028","2011-03-24"
"1560015400","-","101","Y","128.488090","35.842028","2011-03-24"
"1560017500","-","101","Y","128.488086","35.844478","2011-03-24"
"1560017600","-","101","Y","128.490378","35.844497","2011-03-24"
"1560020600","-","101","Y","128.492071","35.853684","2011-03-24"
"1560019600","-","101","N","128.478066","35.849824","2011-03-24"
"1560016100","-","101","Y","128.478071","35.843207","2011-03-24"
"1560016300","-","101","Y","128.481815","35.843219","2011-03-24"
"1560017300","-","101","Y","128.481796","35.844469","2011-03-24"
"1560013600","-","101","Y","128.499896","35.839748","2011-03-24"
"1560013700","-","101","Y","128.503888","35.839771","2011-03-24"
"1560018000","-","101","Y","128.502238","35.844877","2011-03-24"
"1560017800","-","101","Y","128.503615","35.844797","2011-03-24"
"1560018400","-","101","Y","128.499803","35.847259","2011-03-24"
"1560003201","-","101","Y","128.501545","35.852047","2011-03-24"
"1560003301","-","101","Y","128.503586","35.852171","2011-03-24"
"1560019000","-","101","Y","128.503603","35.849396","2011-03-24"
"1560018600","-","101","Y","128.503607","35.847292","2011-03-24"
"1560019100","-","101","Y","128.507232","35.849406","2011-03-24"
"1560018700","-","101","Y","128.507240","35.847321","2011-03-24"
"1560019200","-","101","Y","128.510334","35.849413","2011-03-24"
"1560018800","-","101","Y","128.511090","35.847340","2011-03-24"
"1560015700","-","101","Y","128.512559","35.843000","2011-03-24"
"1560015900","-","101","Y","128.510892","35.843193","2011-03-24"
"1560019400","-","101","Y","128.515821","35.849755","2011-03-24"
"1560007600","-","101","Y","128.499954","35.824868","2011-03-24"
"1560010800","-","101","Y","128.510640","35.835899","2011-03-24"
"1560010900","-","101","Y","128.512539","35.836077","2011-03-24"
"1560009700","-","101","Y","128.515896","35.833013","2011-03-24"
"1560011900","-","101","Y","128.503932","35.837693","2011-03-24"
"1560014800","-","101","Y","128.507259","35.841536","2011-03-24"
"1560013800","-","101","Y","128.507263","35.839989","2011-03-24"
"1560012000","-","101","Y","128.507268","35.837703","2011-03-24"
"1560012200","-","101","Y","128.510621","35.837717","2011-03-24"
"1560013900","-","101","Y","128.510585","35.840002","2011-03-24"
"1560014700","-","101","Y","128.510572","35.841527","2011-03-24"
"1560014500","-","101","Y","128.512522","35.841125","2011-03-24"
"1560014000","-","101","Y","128.512522","35.840019","2011-03-24"
"1560012100","-","101","Y","128.512526","35.837705","2011-03-24"
"1560014600","-","101","Y","128.515849","35.841127","2011-03-24"
"1560022700","-","101","Y","128.527405","35.858811","2011-03-24"
"1560022500","-","101","N","128.533292","35.858789","2011-03-24"
"1560007100","조암네거리","103","Y","128.518300","35.821638","2011-03-24"
"1560009000","-","101","Y","128.519369","35.830702","2011-03-24"
"1560007400","-","101","Y","128.554621","35.824569","2011-03-24"
"1560004200","-","102","Y","128.550678","35.801996","2011-03-24"
"1560010600","-","101","Y","128.503934","35.835461","2011-03-24"
"1560021700","-","101","N","128.502247","35.855463","2011-03-24"
"1560011300","감천네거리","101","N","128.530675","35.837235","2011-03-24"
"1560011800","본리네거리","101","N","128.536878","35.837503","2011-03-24"
"1560014900","-","101","N","128.537019","35.841888","2011-03-24"
"1560012600","-","101","N","128.544801","35.839510","2011-03-24"
"1560011700","등본리네거리","101","N","128.544715","35.837371","2011-03-24"
"1560016500","성당주공네거리","101","Y","128.544851","35.843486","2011-03-24"
"1560011200","-","101","Y","128.528683","35.837172","2011-03-24"
"1560006700","-","101","N","128.551321","35.820161","2011-03-24"
"1560010000","-","101","Y","128.544684","35.833952","2011-03-24"
"1560009200","-","101","N","128.531289","35.831352","2011-03-24"
"1560008400","-","101","Y","128.526226","35.829929","2011-03-24"
"1560007900","월성네거리","101","Y","128.529808","35.826159","2011-03-24"
"1560007300","학산남네거리","101","N","128.532757","35.823080","2011-03-24"
"1560006000","-","101","Y","128.547897","35.814366","2011-03-24"
"1560005700","상인남네거리","101","N","128.544670","35.812303","2011-03-24"
"1560004800","월곡네거리","101","N","128.548658","35.808225","2011-03-24"
"1560004900","비둘기아파트","103","Y","128.557979","35.808320","2011-03-24"
"1560004500","도원네거리","101","N","128.535702","35.806912","2011-03-24"
"1560005500","상화네거리","101","N","128.536088","35.809918","2011-03-24"
"1560004700","-","101","N","128.551700","35.808210","2011-03-24"
"1560005300","-","101","Y","128.539978","35.809299","2011-03-24"
"1560004400","-","101","N","128.539568","35.806515","2011-03-24"
"1560006100","월촌고가교차로","101","Y","128.549750","35.815588","2011-03-24"
"1560000400","-","101","N","128.532677","35.817255","2011-03-24"
"1560005600","-","101","Y","128.536366","35.811513","2011-03-24"
"1560004300","-","101","N","128.535305","35.804223","2011-03-24"
"1560004600","-","101","N","128.531801","35.807318","2011-03-24"
"1560005100","진천남네거리","101","N","128.527064","35.808943","2011-03-24"
"1560000200","-","101","Y","128.517757","35.812045","2011-03-24"
"1560007800","-","101","Y","128.543976","35.826019","2011-03-24"
"1560008200","-","101","N","128.532975","35.828786","2011-03-24"
"1560009100","-","101","Y","128.535532","35.831283","2011-03-24"
"1560009600","학산공원삼거리","101","N","128.538249","35.832731","2011-03-24"
"1560016400","금봉네거리","101","N","128.552901","35.843418","2011-03-24"
"1560013000","-","101","N","128.558688","35.839671","2011-03-24"
"1550015700","-","101","Y","128.644140","35.863723","2011-03-24"
"1550003901","-","101","Y","128.646854","35.859929","2011-03-24"
"1550015800","-","101","Y","128.646711","35.864222","2011-03-24"
"1550016600","-","101","Y","128.646093","35.868167","2011-03-24"
"1550016700","-","101","Y","128.644743","35.870843","2011-03-24"
"1550016300","-","101","Y","128.644643","35.867038","2011-03-24"
"1550016200","-","101","N","128.642949","35.866224","2011-03-24"
"1550016100","-","101","N","128.638957","35.866223","2011-03-24"
"1510008000","효신네거리","101","N","128.635209","35.872053","2011-03-24"
"1510008500","-","101","Y","128.639201","35.873182","2011-03-24"
"1510009000","-","101","Y","128.640421","35.873879","2011-03-24"
"1510010600","-","101","Y","128.639761","35.877266","2011-03-24"
"1550020800","망우당네거리","101","N","128.649482","35.878289","2011-03-24"
"1510003301","-","101","Y","128.636934","35.886194","2011-03-24"
"1510011400","동부지하차도","104","Y","128.635378","35.879418","2011-03-24"
"1510011000","경북수협네거리","101","N","128.631779","35.877851","2011-03-24"
"1510010500","-","101","N","128.628974","35.877228","2011-03-24"
"1510009900","동대구역네거리","101","N","128.626093","35.876616","2011-03-24"
"1510006800","-","101","Y","128.629397","35.868169","2011-03-24"
"1510006600","-","101","Y","128.630639","35.867837","2011-03-24"
"1510014500","-","","","","","2018-10-29"
"1510047900","가좌삼거리","","","","","2018-10-29"
"1510048000","가좌삼거리","","","","","2018-10-29"
"1510101800","SK만남의광장주유소","","","","","2018-10-29"
"1510101900","율하고가교(남측)","","","","","2018-10-29"
"1510102000","율하역","","","","","2018-10-29"
"1510102100","율하고가교(북측)","","","","","2018-10-29"
"1510102200","고가차도(남측)","","","","","2018-10-29"
"1510102300","율하빗물펌프장","","","","","2018-10-29"
"1510102400","고가차도(북측)","","","","","2018-10-29"
"1510102500","고가차도(북측)","","","","","2018-10-29"
"1510102600","유바이오메드","","","","","2018-10-29"
"1510102700","라파바이오","","","","","2018-10-29"
"1510102800","대구그린파워","","","","","2018-10-29"
"1510102900","우창엔지니어링","","","","","2018-10-29"
"1510103000","각산동1020-1","","","","","2018-10-29"
"1510103100","덴티스","","","","","2018-10-29"
"1510103200","한신메디타워","","","","","2018-10-29"
"1510103300","라온프라자","","","","","2018-10-29"
"1510103400","동호CNG충전소","","","","","2018-10-29"
"1510103600","안심빌딩","","","","","2018-10-29"
"1510104200","MJ메티컬타워","","","","","2018-10-29"
"1510104300","아람빌","","","","","2018-10-29"
"1510104400","새론중학교","","","","","2018-10-29"
"1510104500","한국감정원","","","","","2018-10-29"
"1510104600","한국사학진흥재단","","","","","2018-10-29"
"1510104700","대구경북병무청","","","","","2018-10-29"
"1510104800","대림치안센터","","","","","2018-10-29"
"1520010300","매천대교교차로","","","","","2018-10-29"
"1520010400","매천대교지하차도(동측)","","","","","2018-10-29"
"1520010500","팔달교지하차도(서측)","","","","","2018-10-29"
"1540007800","-","","","","","2018-10-29"
"1540007900","대구북구-칠곡 경계","","","","","2018-10-29"
"1540025600","-","","","","","2018-10-29"
"1540063700","금호동917","","","","","2018-10-29"
"1540065600","팔달교지하차도(동측)","","","","","2018-10-29"
"1540081100","북구-칠곡군경계","","","","","2018-10-29"
"1540082000","사수동 706-3","","","","","2018-10-29"
"1540082100","사수동 985","","","","","2018-10-29"
"1540083000","사수동 907","","","","","2018-10-29"
"1540083100","사수동 965","","","","","2018-10-29"
"1540083400","와룡대교1(북측)","","","","","2018-10-29"
"1540083500","와룡대교(남측)","","","","","2018-10-29"
"1540083600","와룡대교(북측)","","","","","2018-10-29"
"1540083700","사수동 916","","","","","2018-10-29"
"1540084900","매천삼거리","","","","","2018-10-29"
"1540085000","매천교(남측)","","","","","2018-10-29"
"1540085100","매천교(북측)","","","","","2018-10-29"
"1540085200","매천고네거리","","","","","2018-10-29"
"1540085300","학정로140","","","","","2018-10-29"
"1540085400","칠곡농협앞","","","","","2018-10-29"
"1540085500","학정동926-1","","","","","2018-10-29"
"1540085600","학정삼거리","","","","","2018-10-29"
"1540085700","-","","","","","2018-10-29"
"1540085800","학정1교(남측)","","","","","2018-10-29"
"1540085900","대구오페라하우스앞","","","","","2018-10-29"
"1540086000","중앙컨벤션센터앞","","","","","2018-10-29"
"1540086100","호암로 51","","","","","2018-10-29"
"1540086200","국민은행침산동지점앞","","","","","2018-10-29"
"1540086300","대웅플러스타운아파트앞","","","","","2018-10-29"
"1550020900","파동B","","","","","2018-10-29"
"1550021000","앞산IC","","","","","2018-10-29"
"1550021100","파동A","","","","","2018-10-29"
"1550021200","앞산IC진입","","","","","2018-10-29"
"1550021300","앞산IC진출","","","","","2018-10-29"
"1550021400","범물터널","","","","","2018-10-29"
"1550077100","사월역","","","","","2018-10-29"
"1550101900","삼덕동 532","","","","","2018-10-29"
"1550102000","연호지하차도(남측)","","","","","2018-10-29"
"1550102100","삼덕동820-2","","","","","2018-10-29"
"1550102200","삼덕동 409","","","","","2018-10-29"
